"player","pos","age","contract_type","cap_hit","cap_hit_pct_league_cap","team","year"
"Bruno Caboclo","SF",24,"","$1,845,301","1.69%","houston rockets",2019
"Tyson Chandler","C",37,"FA","$1,620,564","1.48%","houston rockets",2019
"Markel Brown","SG",28,"TW","$1,443,842","1.32%","houston rockets",2019
"David Nwaba","SG",27,"ROS","$903,111","0.83%","houston rockets",2019
"Chris Clemons","PG",22,"","$563,347","0.52%","houston rockets",2019
"DeMarre Carroll","SF",33,"ROS","$512,721","0.47%","houston rockets",2019
"Jeff Green","PF",33,"ROS","$439,475","0.40%","houston rockets",2019
"Luc Richard Mbah a Moute","PF",33,"ROS","-","-","houston rockets",2019
"Michael Frazier","SG",25,"TW","-","-","houston rockets",2019
"William Howard","SF",26,"TW","-","-","houston rockets",2019
"John Wall","PG",30,"DVET-EXT","$41,254,920","37.80%","houston rockets",2020
"Eric Gordon","SG",32,"VET-EXT","$16,869,276","15.46%","houston rockets",2020
"Christian Wood","C",25,"S&T","$13,015,874","11.93%","houston rockets",2020
"Kelly Olynyk","PF",29,"","$12,819,650","11.75%","houston rockets",2020
"Dante Exum","PG",25,"","$9,600,000","8.80%","houston rockets",2020
"D.J. Augustin","PG",33,"FA","$6,666,667","6.11%","houston rockets",2020
"Avery Bradley","PG",30,"FA","$5,635,000","5.16%","houston rockets",2020
"DJ Wilson","PF",24,"RK","$4,548,280","4.17%","houston rockets",2020
"Danuel House Jr.","SF",27,"FA","$3,717,000","3.41%","houston rockets",2020
"David Nwaba","SG",28,"ROS","$1,824,003","1.67%","houston rockets",2020
"Kevin Porter Jr.","PG",20,"RK","$1,717,981","1.57%","houston rockets",2020
"Sterling Brown","SG",25,"FA","$1,620,564","1.48%","houston rockets",2020
"Jae’Sean Tate","SF",25,"FA","$1,445,697","1.32%","houston rockets",2020
"Michael Frazier","SG",26,"TW","$1,445,697","1.32%","houston rockets",2020
"Kenyon Martin Jr.","SF",20,"RK","$898,310","0.82%","houston rockets",2020
"Khyri Thomas","SG",24,"ROS","$250,000","0.23%","houston rockets",2020
"Armoni Brooks","SG",22,"TW","-","-","houston rockets",2020
"Anthony Lamb","SF",23,"TW","-","-","houston rockets",2020
"John Wall","PG",31,"DVET-EXT","$44,310,840","39.42%","houston rockets",2021
"Eric Gordon","SG",33,"VET-EXT","$18,218,818","16.21%","houston rockets",2021
"Christian Wood","C",26,"S&T","$13,666,667","12.16%","houston rockets",2021
"Jalen Green","SG",19,"RK","$8,992,080","8.00%","houston rockets",2021
"Dennis Schröder","PG",28,"FA","$5,890,000","5.24%","houston rockets",2021
"David Nwaba","SG",29,"FA","$4,650,000","4.14%","houston rockets",2021
"Alperen Sengun","C",19,"RK","$3,214,680","2.86%","houston rockets",2021
"Usman Garuba","PF",19,"RK","$2,353,320","2.09%","houston rockets",2021
"Josh Christopher","SG",20,"RK","$2,259,240","2.01%","houston rockets",2021
"Garrison Mathews","SG",25,"ROS","$2,000,000","1.78%","houston rockets",2021
"Kevin Porter Jr.","PG",21,"RK","$1,782,621","1.59%","houston rockets",2021
"Bruno Fernando","C",23,"RK","$1,782,621","1.59%","houston rockets",2021
"Jae’Sean Tate","SF",26,"FA","$1,517,981","1.35%","houston rockets",2021
"Kenyon Martin Jr.","SF",21,"RK","$1,517,981","1.35%","houston rockets",2021
"Daishen Nix","PG",19,"ROS","$612,000","0.54%","houston rockets",2021
"Trevelin Queen","SG",24,"TW","-","-","houston rockets",2021
"Anthony Lamb","SF",24,"TW","-","-","houston rockets",2021
"Jalen Green","SG",20,"RK","$9,441,840","7.64%","houston rockets",2022
"Jabari Smith Jr.","PF",19,"RK","$8,882,640","7.18%","houston rockets",2022
"Jae’Sean Tate","SF",27,"FA","$7,065,217","5.71%","houston rockets",2022
"Alperen Sengun","C",20,"RK","$3,375,360","2.73%","houston rockets",2022
"Tari Eason","PF",21,"RK","$3,359,160","2.72%","houston rockets",2022
"Kevin Porter Jr.","PG",22,"RK","$3,217,631","2.60%","houston rockets",2022
"Usman Garuba","PF",20,"RK","$2,471,160","2.00%","houston rockets",2022
"Josh Christopher","SG",21,"RK","$2,372,160","1.92%","houston rockets",2022
"TyTy Washington Jr.","PG",21,"RK","$2,210,040","1.79%","houston rockets",2022
"Frank Kaminsky","C",29,"FA","$1,836,090","1.48%","houston rockets",2022
"Kenyon Martin Jr.","SF",22,"RK","$1,782,621","1.44%","houston rockets",2022
"Daishen Nix","PG",20,"ROS","$1,563,518","1.26%","houston rockets",2022
"Boban Marjanovic","C",34,"ROS","$601,478","0.49%","houston rockets",2022
"D.J. Augustin","PG",35,"ROS","$189,940","0.15%","houston rockets",2022
"Willie Cauley-Stein","C",29,"ROS","$10,552","0.01%","houston rockets",2022
"Trevor Hudgins","PG",23,"TW","-","-","houston rockets",2022
"Darius Days","SF",23,"TW","-","-","houston rockets",2022
"Fred VanVleet","PG",29,"Maximum","$40,806,300","30.00%","houston rockets",2023
"Dillon Brooks","SF",28,"S&T","$22,627,671","16.64%","houston rockets",2023
"Steven Adams","C",30,"VET-EXT","$12,600,000","9.26%","houston rockets",2023
"Jalen Green","SG",21,"RK","$9,891,480","7.27%","houston rockets",2023
"Jabari Smith Jr.","PF",20,"RK","$9,326,520","6.86%","houston rockets",2023
"Amen Thompson","PG",21,"RK","$8,809,320","6.48%","houston rockets",2023
"Jeff Green","PF",37,"FA","$8,000,000","5.88%","houston rockets",2023
"Jock Landale","C",28,"FA","$8,000,000","5.88%","houston rockets",2023
"Jae’Sean Tate","SF",28,"FA","$7,000,000","5.15%","houston rockets",2023
"Alperen Sengun","C",21,"RK","$3,536,280","2.60%","houston rockets",2023
"Tari Eason","PF",22,"RK","$3,527,160","2.59%","houston rockets",2023
"Cam Whitmore","SF",19,"RK","$3,218,160","2.37%","houston rockets",2023
"Reggie Bullock","SF",32,"FA","$2,019,706","1.48%","houston rockets",2023
"Boban Marjanovic","C",35,"FA","$2,019,706","1.48%","houston rockets",2023
"Aaron Holiday","PG",27,"FA","$2,019,706","1.48%","houston rockets",2023
"Nate Hinton","SG",24,"TW","-","-","houston rockets",2023
"Jeenathan Williams","SG",24,"TW","-","-","houston rockets",2023
"Jermaine Samuels","SF",25,"TW","-","-","houston rockets",2023
"Fred VanVleet","PG",30,"Maximum","$42,846,615","30.48%","houston rockets",2024
"Dillon Brooks","SF",29,"S&T","$22,255,493","15.83%","houston rockets",2024
"Steven Adams","C",31,"VET-EXT","$12,600,000","8.96%","houston rockets",2024
"Jalen Green","SG",22,"RK","$12,483,048","8.88%","houston rockets",2024
"Reed Sheppard","SG",20,"RK","$10,098,960","7.18%","houston rockets",2024
"Jabari Smith Jr.","PF",21,"RK","$9,770,880","6.95%","houston rockets",2024
"Amen Thompson","PG",22,"RK","$9,249,960","6.58%","houston rockets",2024
"Jeff Green","PF",38,"FA","$8,000,000","5.69%","houston rockets",2024
"Jock Landale","C",29,"FA","$8,000,000","5.69%","houston rockets",2024
"Jae’Sean Tate","SF",29,"FA","$7,565,217","5.38%","houston rockets",2024
"Alperen Sengun","C",22,"RK","$5,424,654","3.86%","houston rockets",2024
"Aaron Holiday","PG",28,"FA","$4,668,000","3.32%","houston rockets",2024
"A.J. Griffin","SF",21,"RK","$3,889,920","2.77%","houston rockets",2024
"Tari Eason","PF",23,"RK","$3,695,160","2.63%","houston rockets",2024
"Cam Whitmore","SF",20,"RK","$3,379,080","2.40%","houston rockets",2024
"Nate Hinton","SG",25,"E10","-","-","houston rockets",2024
"Jermaine Samuels","SF",26,"E10","-","-","houston rockets",2024
"Jeenathan Williams","SG",25,"TW","-","-","houston rockets",2024
"N'Faly Dante","PF",23,"TW","-","-","houston rockets",2024
"Zach Randolph","PF",30,"VET-EXT","$15,200,000","26.19%","memphis grizzlies",2011
"Marc Gasol","C",27,"","$12,922,194","22.26%","memphis grizzlies",2011
"Rudy Gay","PF",25,"","$12,099,043","20.84%","memphis grizzlies",2011
"Mike Conley","PG",24,"RK-EXT","$6,611,571","11.39%","memphis grizzlies",2011
"O.J. Mayo","SG",24,"RK","$5,632,636","9.70%","memphis grizzlies",2011
"Tony Allen","SG",30,"","$3,150,000","5.43%","memphis grizzlies",2011
"Marreese Speights","PF",24,"RK","$2,721,254","4.69%","memphis grizzlies",2011
"Darrell Arthur","PF",23,"RK","$2,027,118","3.49%","memphis grizzlies",2011
"Dante Cunningham","PF",24,"","$2,000,000","3.45%","memphis grizzlies",2011
"Hamed Haddadi","C",26,"","$1,300,000","2.24%","memphis grizzlies",2011
"Quincy Pondexter","SG",23,"RK","$1,153,800","1.99%","memphis grizzlies",2011
"Jermey Pargo","PG",25,"","$1,000,000","1.72%","memphis grizzlies",2011
"Sam Young","SF",26,"RK","$947,800","1.63%","memphis grizzlies",2011
"Josh Selby","PG",20,"RK","$550,000","0.95%","memphis grizzlies",2011
"Gilbert Arenas","SG",30,"","$270,993","0.47%","memphis grizzlies",2011
"Lester Hudson","PG",27,"","$48,232","0.08%","memphis grizzlies",2011
"Zach Randolph","PF",31,"VET-EXT","$16,500,000","28.43%","memphis grizzlies",2012
"Marc Gasol","C",28,"","$13,891,359","23.93%","memphis grizzlies",2012
"Mike Conley","PG",25,"RK-EXT","$7,505,786","12.93%","memphis grizzlies",2012
"Tayshaun Prince","SF",32,"","$6,764,045","11.65%","memphis grizzlies",2012
"Tony Allen","SG",31,"","$3,300,000","5.69%","memphis grizzlies",2012
"Darrell Arthur","PF",24,"","$3,006,217","5.18%","memphis grizzlies",2012
"Jerryd Bayless","PG",24,"","$3,000,000","5.17%","memphis grizzlies",2012
"Austin Daye","PF",24,"RK","$2,958,077","5.10%","memphis grizzlies",2012
"Ed Davis","C",23,"RK","$2,207,040","3.80%","memphis grizzlies",2012
"Quincy Pondexter","SG",24,"RK","$1,234,320","2.13%","memphis grizzlies",2012
"Tony Wroten Jr.","SG",19,"RK","$1,110,120","1.91%","memphis grizzlies",2012
"Jon Leuer","PF",23,"RK","$762,195","1.31%","memphis grizzlies",2012
"Keyon Dooling","SG",32,"","$119,310","0.21%","memphis grizzlies",2012
"Donte Greene","SF",24,"","$5,026","0.01%","memphis grizzlies",2012
"Willie Reed","C",22,"","$2,786","0.00%","memphis grizzlies",2012
"Zach Randolph","PF",32,"VET-EXT","$18,238,333","31.08%","memphis grizzlies",2013
"Marc Gasol","C",29,"","$14,860,523","25.33%","memphis grizzlies",2013
"Mike Conley","PG",26,"RK-EXT","$8,600,001","14.66%","memphis grizzlies",2013
"Tayshaun Prince","SF",33,"","$7,235,955","12.33%","memphis grizzlies",2013
"Courtney Lee","SG",28,"S&T","$5,225,000","8.90%","memphis grizzlies",2013
"Tony Allen","SG",32,"","$4,494,383","7.66%","memphis grizzlies",2013
"Ed Davis","C",24,"RK","$3,153,860","5.37%","memphis grizzlies",2013
"Kosta Koufos","C",24,"RK-EXT","$3,000,000","5.11%","memphis grizzlies",2013
"Quincy Pondexter","SG",25,"RK","$2,225,478","3.79%","memphis grizzlies",2013
"Jon Leuer","PF",24,"","$900,000","1.53%","memphis grizzlies",2013
"Mike Miller","SG",33,"","$884,293","1.51%","memphis grizzlies",2013
"Beno Udrih","PG",31,"","$884,293","1.51%","memphis grizzlies",2013
"James Johnson","PF",26,"","$634,610","1.08%","memphis grizzlies",2013
"Jamaal Franklin","SG",22,"RK","$535,000","0.91%","memphis grizzlies",2013
"Nick Calathes","SG",24,"","$490,180","0.84%","memphis grizzlies",2013
"Zach Randolph","PF",33,"VET-EXT","$16,500,000","26.16%","memphis grizzlies",2014
"Marc Gasol","C",30,"","$15,829,688","25.10%","memphis grizzlies",2014
"Jeff Green","PF",28,"","$9,200,000","14.59%","memphis grizzlies",2014
"Mike Conley","PG",27,"RK-EXT","$8,694,216","13.79%","memphis grizzlies",2014
"Courtney Lee","SG",29,"S&T","$5,450,000","8.64%","memphis grizzlies",2014
"Tony Allen","SG",33,"","$4,831,461","7.66%","memphis grizzlies",2014
"Vince Carter","SG",38,"","$3,911,981","6.20%","memphis grizzlies",2014
"Kosta Koufos","C",25,"RK-EXT","$3,000,000","4.76%","memphis grizzlies",2014
"Beno Udrih","PG",32,"","$2,077,000","3.29%","memphis grizzlies",2014
"Jordan Adams","SG",20,"RK","$1,344,120","2.13%","memphis grizzlies",2014
"Jon Leuer","PF",25,"","$967,500","1.53%","memphis grizzlies",2014
"Nick Calathes","SG",25,"","$816,482","1.29%","memphis grizzlies",2014
"Jarnell Stokes","PF",21,"RK","$725,000","1.15%","memphis grizzlies",2014
"Russ Smith","PG",23,"RK","$507,336","0.80%","memphis grizzlies",2014
"JaMychal Green","PF",24,"","$134,295","0.21%","memphis grizzlies",2014
"Marc Gasol","C",31,"Maximum","$19,689,000","28.13%","memphis grizzlies",2015
"Zach Randolph","PF",34,"VET-EXT","$9,638,555","13.77%","memphis grizzlies",2015
"Mike Conley","PG",28,"RK-EXT","$9,588,426","13.70%","memphis grizzlies",2015
"Lance Stephenson","SG",25,"","$9,000,000","12.86%","memphis grizzlies",2015
"Brandan Wright","PF",28,"","$5,464,000","7.81%","memphis grizzlies",2015
"Tony Allen","SG",34,"","$5,168,539","7.38%","memphis grizzlies",2015
"Chris Andersen","PF",37,"","$5,000,000","7.14%","memphis grizzlies",2015
"Vince Carter","SG",39,"","$4,088,019","5.84%","memphis grizzlies",2015
"Matt Barnes","SF",35,"","$3,542,500","5.06%","memphis grizzlies",2015
"Jordan Adams","SG",21,"RK","$1,404,600","2.01%","memphis grizzlies",2015
"Jarell Martin","PF",21,"RK","$1,230,840","1.76%","memphis grizzlies",2015
"P.J. Hairston","SG",23,"RK","$1,201,440","1.72%","memphis grizzlies",2015
"JaMychal Green","PF",25,"","$845,059","1.21%","memphis grizzlies",2015
"Jordan Farmar","PG",29,"","$119,660","0.17%","memphis grizzlies",2015
"Xavier Munford","PG",23,"","$21,621","0.03%","memphis grizzlies",2015
"Bryce Cotton","PG",23,"","$14,913","0.02%","memphis grizzlies",2015
"Mike Conley","PG",29,"Maximum","$26,540,100","28.19%","memphis grizzlies",2016
"Chandler Parsons","SF",28,"Maximum","$22,116,750","23.49%","memphis grizzlies",2016
"Marc Gasol","C",32,"Maximum","$21,165,675","22.48%","memphis grizzlies",2016
"Zach Randolph","PF",35,"VET-EXT","$10,361,445","11.01%","memphis grizzlies",2016
"Brandan Wright","PF",29,"","$5,709,880","6.07%","memphis grizzlies",2016
"Tony Allen","SG",35,"","$5,505,618","5.85%","memphis grizzlies",2016
"Vince Carter","SG",40,"","$4,264,057","4.53%","memphis grizzlies",2016
"Troy Daniels","SG",25,"S&T","$3,332,940","3.54%","memphis grizzlies",2016
"James Ennis III","SF",26,"","$2,898,000","3.08%","memphis grizzlies",2016
"Wade Baldwin","PG",20,"RK","$1,793,760","1.91%","memphis grizzlies",2016
"Deyonta Davis","C",20,"RK","$1,369,229","1.45%","memphis grizzlies",2016
"Jarell Martin","PF",22,"RK","$1,286,160","1.37%","memphis grizzlies",2016
"JaMychal Green","PF",26,"","$980,431","1.04%","memphis grizzlies",2016
"Andrew Harrison","SG",22,"RK","$945,000","1.00%","memphis grizzlies",2016
"Wayne Selden","SG",22,"","$83,119","0.09%","memphis grizzlies",2016
"Mike Conley","PG",30,"Maximum","$28,530,608","28.79%","memphis grizzlies",2017
"Chandler Parsons","SF",29,"Maximum","$23,112,004","23.32%","memphis grizzlies",2017
"Marc Gasol","C",33,"Maximum","$22,642,350","22.85%","memphis grizzlies",2017
"JaMychal Green","PF",27,"","$8,533,333","8.61%","memphis grizzlies",2017
"Ben McLemore","SF",24,"","$5,200,000","5.25%","memphis grizzlies",2017
"Tyreke Evans","SG",28,"","$3,290,000","3.32%","memphis grizzlies",2017
"Mario Chalmers","PG",31,"","$1,471,382","1.48%","memphis grizzlies",2017
"Jarell Martin","PF",23,"RK","$1,471,382","1.48%","memphis grizzlies",2017
"Andrew Harrison","SG",23,"RK","$1,312,611","1.32%","memphis grizzlies",2017
"Deyonta Davis","C",21,"RK","$1,312,611","1.32%","memphis grizzlies",2017
"Wayne Selden","SG",23,"","$1,312,611","1.32%","memphis grizzlies",2017
"Ivan Rabb","PF",20,"RK","$950,000","0.96%","memphis grizzlies",2017
"Dillon Brooks","SF",22,"RK","$815,615","0.82%","memphis grizzlies",2017
"MarShon Brooks","SG",29,"","$51,671","0.05%","memphis grizzlies",2017
"Omari Johnson","SF",28,"","$27,648","0.03%","memphis grizzlies",2017
"Kobi Simmons","PG",20,"TW","-","-","memphis grizzlies",2017
"Myke Henry","SF",25,"TW","-","-","memphis grizzlies",2017
"Mike Conley","PG",31,"Maximum","$30,521,115","29.96%","memphis grizzlies",2018
"Chandler Parsons","SF",30,"Maximum","$24,107,258","23.67%","memphis grizzlies",2018
"Jonas Valanciunas","C",26,"RK-EXT","$16,539,326","16.24%","memphis grizzlies",2018
"Avery Bradley","PG",28,"","$12,000,000","11.78%","memphis grizzlies",2018
"Kyle Anderson","PF",25,"","$8,641,000","8.48%","memphis grizzlies",2018
"C.J. Miles","SF",31,"","$8,333,333","8.18%","memphis grizzlies",2018
"Jaren Jackson Jr.","PF",19,"RK","$5,915,040","5.81%","memphis grizzlies",2018
"Justin Holiday","SG",29,"","$4,384,615","4.30%","memphis grizzlies",2018
"Delon Wright","PG",26,"RK","$2,536,898","2.49%","memphis grizzlies",2018
"Ivan Rabb","PF",21,"RK","$1,378,242","1.35%","memphis grizzlies",2018
"Tyler Dorsey","SG",22,"RK","$1,378,242","1.35%","memphis grizzlies",2018
"Dillon Brooks","SF",23,"RK","$1,378,242","1.35%","memphis grizzlies",2018
"Joakim Noah","C",33,"","$1,093,858","1.07%","memphis grizzlies",2018
"Jevon Carter","PG",23,"RK","$838,464","0.82%","memphis grizzlies",2018
"Bruno Caboclo","SF",23,"","$522,150","0.51%","memphis grizzlies",2018
"Tyler Zeller","C",29,"ROS","$51,275","0.05%","memphis grizzlies",2018
"Julian Washburn","SG",27,"TW","-","-","memphis grizzlies",2018
"Yuta Watanabe","SF",24,"TW","-","-","memphis grizzlies",2018
"Gorgui Dieng","C",30,"RK-EXT","$16,229,213","14.87%","memphis grizzlies",2019
"Jonas Valanciunas","C",27,"FA","$16,000,000","14.66%","memphis grizzlies",2019
"Justise Winslow","SF",23,"RK-EXT","$13,000,000","11.91%","memphis grizzlies",2019
"Tyus Jones","PG",23,"FA","$9,258,000","8.48%","memphis grizzlies",2019
"Kyle Anderson","PF",26,"","$9,073,050","8.31%","memphis grizzlies",2019
"Ja Morant","PG",20,"RK","$8,730,240","8.00%","memphis grizzlies",2019
"Josh Jackson","SG",22,"RK","$7,059,480","6.47%","memphis grizzlies",2019
"Jaren Jackson Jr.","PF",20,"RK","$6,927,480","6.35%","memphis grizzlies",2019
"Marko Guduric","SG",24,"FA","$2,625,000","2.41%","memphis grizzlies",2019
"Brandon Clarke","PF",23,"RK","$2,478,840","2.27%","memphis grizzlies",2019
"Grayson Allen","SG",24,"RK","$2,429,400","2.23%","memphis grizzlies",2019
"Dillon Brooks","SF",24,"RK","$1,618,520","1.48%","memphis grizzlies",2019
"De'Anthony Melton","SG",21,"RK","$1,416,852","1.30%","memphis grizzlies",2019
"Jontay Porter","PF",20,"ROS","$197,933","0.18%","memphis grizzlies",2019
"Anthony Tolliver","PF",34,"ROS","$183,115","0.17%","memphis grizzlies",2019
"Yuta Watanabe","SF",25,"TW","-","-","memphis grizzlies",2019
"John Konchar","SG",23,"TW","-","-","memphis grizzlies",2019
"Jonas Valanciunas","C",28,"FA","$15,000,000","13.74%","memphis grizzlies",2020
"Justise Winslow","SF",24,"RK-EXT","$13,000,000","11.91%","memphis grizzlies",2020
"Dillon Brooks","SF",25,"RK-EXT","$11,400,000","10.45%","memphis grizzlies",2020
"De'Anthony Melton","SG",22,"FA","$9,571,712","8.77%","memphis grizzlies",2020
"Kyle Anderson","PF",27,"","$9,505,100","8.71%","memphis grizzlies",2020
"Ja Morant","PG",21,"RK","$9,166,800","8.40%","memphis grizzlies",2020
"Tyus Jones","PG",24,"FA","$8,817,143","8.08%","memphis grizzlies",2020
"Jaren Jackson Jr.","PF",21,"RK","$7,257,360","6.65%","memphis grizzlies",2020
"Brandon Clarke","PF",24,"RK","$2,602,920","2.38%","memphis grizzlies",2020
"Grayson Allen","SG",25,"RK","$2,545,320","2.33%","memphis grizzlies",2020
"John Konchar","SG",24,"FA","$2,100,000","1.92%","memphis grizzlies",2020
"Desmond Bane","SG",22,"RK","$1,936,440","1.77%","memphis grizzlies",2020
